datetime,bid,ask,spread
2018:09:02:21:08:57:098,813634,813592,42
2018:09:02:21:08:57:201,813634,813592,42
2018:09:02:21:08:57:424,813626,813568,58
2018:09:02:21:08:57:543,813626,813568,58
2018:09:02:21:08:57:638,813623,813575,48
2018:09:02:21:08:57:905,813630,813557,73
2018:09:02:21:08:58:004,813619,813571,48
2018:09:02:21:08:58:110,813619,813571,48
2018:09:02:21:08:58:218,813619,813571,48
2018:09:02:21:08:58:321,813612,813576,36
2018:09:02:21:08:58:437,813611,813576,35
2018:09:02:21:08:58:559,813611,813576,35
2018:09:02:21:08:58:719,813576,813571,5
2018:09:02:21:08:59:636,813606,813566,40
2018:09:02:21:09:00:121,813603,813555,48
2018:09:02:21:09:00:262,813612,813581,31
2018:09:02:21:09:00:382,813603,813555,48
2018:09:02:21:09:00:506,813704,813700,4
2018:09:02:21:09:00:637,813710,813700,10
2018:09:02:21:09:00:838,813703,813701,2
2018:09:02:21:09:00:942,813703,813700,3
2018:09:02:21:09:01:049,813707,813701,6
2018:09:02:21:09:01:248,813707,813701,6
2018:09:02:21:09:01:359,813707,813701,6
2018:09:02:21:09:01:479,813602,813601,1
2018:09:02:21:09:01:618,813689,813679,10
2018:09:02:21:09:01:721,813689,813679,10
2018:09:02:21:09:01:835,813689,813679,10
2018:09:02:21:09:02:027,813689,813679,10
2018:09:02:21:09:02:129,813675,813630,45
2018:09:02:21:09:02:229,813675,813630,45
2018:09:02:21:09:02:325,813689,813686,3
2018:09:02:21:09:02:439,813675,813630,45
2018:09:02:21:09:02:655,813675,813630,45
2018:09:02:21:09:02:789,813666,813637,29
2018:09:02:21:09:02:910,813666,813637,29
2018:09:02:21:09:03:027,813666,813637,29
2018:09:02:21:09:03:168,813666,813637,29
2018:09:02:21:09:03:259,813666,813647,19
2018:09:02:21:09:03:409,813666,813647,19
2018:09:02:21:09:03:632,813666,813647,19
2018:09:02:21:09:03:801,813666,813662,4
2018:09:02:21:09:03:907,813666,813662,4
2018:09:02:21:09:04:011,813747,813662,85
2018:09:02:21:09:04:165,813747,813662,85
2018:09:02:21:09:04:274,813747,813662,85
2018:09:02:21:09:04:399,813734,813670,64
2018:09:02:21:09:04:528,813754,813747,7
2018:09:02:21:09:04:679,813754,813747,7
2018:09:02:21:09:04:834,813754,813747,7
2018:09:02:21:09:04:951,813754,813747,7
2018:09:02:21:09:05:080,813703,813696,7
2018:09:02:21:09:06:284,813703,813696,7
2018:09:02:21:09:06:455,813725,813720,5
2018:09:02:21:09:06:653,813768,813747,21
2018:09:02:21:09:06:944,813768,813732,36
2018:09:02:21:09:08:115,813781,813737,44
2018:09:02:21:09:08:340,813754,813672,82
2018:09:02:21:09:08:451,813810,813737,73
2018:09:02:21:09:08:590,813762,813756,6
2018:09:02:21:09:08:735,813762,813756,6
2018:09:02:21:09:08:857,813762,813756,6
2018:09:02:21:09:08:973,813744,813713,31
2018:09:02:21:09:09:081,813744,813720,24
2018:09:02:21:09:09:185,813747,813720,27
2018:09:02:21:09:09:300,813747,813720,27
2018:09:02:21:09:09:415,813742,813733,9
2018:09:02:21:09:09:562,813742,813733,9
2018:09:02:21:09:09:677,813742,813733,9
2018:09:02:21:09:09:796,813742,813733,9
2018:09:02:21:09:09:926,813751,813714,37
2018:09:02:21:09:10:145,813732,813695,37
2018:09:02:21:09:10:292,813730,813691,39
2018:09:02:21:09:10:412,813719,813718,1
2018:09:02:21:09:10:584,813719,813718,1
2018:09:02:21:09:10:708,813732,813718,14
2018:09:02:21:09:10:839,813716,813695,21
2018:09:02:21:09:10:944,813746,813695,51
2018:09:02:21:09:11:059,813746,813695,51
2018:09:02:21:09:11:183,813716,813695,21
2018:09:02:21:09:11:300,813729,813705,24
2018:09:02:21:09:11:411,813716,813695,21
2018:09:02:21:09:11:566,813728,813695,33
2018:09:02:21:09:11:675,813729,813695,34
2018:09:02:21:09:11:791,813726,813710,16
2018:09:02:21:09:11:927,813726,813710,16
2018:09:02:21:09:12:143,813726,813710,16
2018:09:02:21:09:12:246,813726,813710,16
2018:09:02:21:09:12:377,813726,813710,16
2018:09:02:21:09:12:479,813723,813720,3
2018:09:02:21:09:12:596,813726,813710,16
2018:09:02:21:09:12:719,813723,813720,3
2018:09:02:21:09:12:845,813723,813720,3
2018:09:02:21:09:12:966,813725,813680,45
2018:09:02:21:09:13:087,813725,813680,45
2018:09:02:21:09:13:208,813725,813680,45
2018:09:02:21:09:13:330,813725,813683,42
2018:09:02:21:09:13:429,813722,813683,39
2018:09:02:21:09:13:569,813725,813683,42
2018:09:02:21:09:13:668,813722,813692,30
2018:09:02:21:09:13:796,813722,813692,30
2018:09:02:21:09:13:903,813722,813692,30
2018:09:02:21:09:14:013,813722,813692,30
2018:09:02:21:09:14:210,813722,813692,30
2018:09:02:21:09:14:362,813750,813746,4
2018:09:02:21:09:14:511,813750,813701,49
2018:09:02:21:09:14:809,813750,813746,4
2018:09:02:21:09:14:905,813705,813704,1
2018:09:02:21:09:15:007,813705,813704,1
2018:09:02:21:09:15:122,813705,813704,1
2018:09:02:21:09:15:321,813705,813704,1
2018:09:02:21:09:15:426,813730,813707,23
2018:09:02:21:09:15:704,813705,813704,1
2018:09:02:21:09:15:810,813832,813707,125
2018:09:02:21:09:15:923,813777,813737,40
2018:09:02:21:09:16:069,813817,813730,87
2018:09:02:21:09:16:179,813817,813730,87
2018:09:02:21:09:16:354,813777,813737,40
2018:09:02:21:09:16:511,813777,813736,41
2018:09:02:21:09:16:667,813777,813736,41
2018:09:02:21:09:16:763,813661,813659,2
2018:09:02:21:09:16:860,813661,813659,2
2018:09:02:21:09:16:960,813766,813747,19
2018:09:02:21:09:17:072,813759,813747,12
2018:09:02:21:09:17:181,813759,813744,15
2018:09:02:21:09:17:318,813712,813675,37
2018:09:02:21:09:17:444,813712,813675,37
2018:09:02:21:09:17:601,813694,813652,42
2018:09:02:21:09:17:785,813694,813652,42
2018:09:02:21:09:17:916,813694,813652,42
2018:09:02:21:09:18:079,813694,813652,42
2018:09:02:21:09:18:201,813684,813649,35
2018:09:02:21:09:18:346,813695,813639,56
2018:09:02:21:09:18:460,813684,813656,28
2018:09:02:21:09:18:584,813682,813656,26
2018:09:02:21:09:18:778,813682,813656,26
2018:09:02:21:09:18:927,813682,813656,26
2018:09:02:21:09:19:042,813682,813656,26
2018:09:02:21:09:19:670,813682,813656,26
2018:09:02:21:09:19:846,813859,813839,20
2018:09:02:21:09:19:992,813859,813839,20
2018:09:02:21:09:20:468,813859,813839,20
2018:09:02:21:09:20:601,813878,813846,32
2018:09:02:21:09:20:757,813878,813859,19
2018:09:02:21:09:21:030,813878,813846,32
2018:09:02:21:09:21:163,813868,813862,6
2018:09:02:21:09:21:270,813868,813862,6
2018:09:02:21:09:21:387,813868,813862,6
2018:09:02:21:09:21:527,813868,813862,6
2018:09:02:21:09:21:810,813899,813860,39
2018:09:02:21:09:21:931,813848,813847,1
2018:09:02:21:09:22:049,813848,813847,1
2018:09:02:21:09:22:305,813848,813761,87
2018:09:02:21:09:22:430,813848,813761,87
2018:09:02:21:09:22:525,813826,813797,29
2018:09:02:21:09:22:636,813826,813797,29
2018:09:02:21:09:22:786,813800,813797,3
2018:09:02:21:09:23:066,813800,813797,3
2018:09:02:21:09:23:167,813800,813797,3
2018:09:02:21:09:23:276,813800,813797,3
2018:09:02:21:09:23:403,813800,813797,3
2018:09:02:21:09:23:499,813825,813800,25
2018:09:02:21:09:23:599,813825,813800,25
2018:09:02:21:09:23:711,813825,813800,25
2018:09:02:21:09:23:837,813798,813789,9
2018:09:02:21:09:23:963,813798,813789,9
2018:09:02:21:09:24:075,813798,813789,9
2018:09:02:21:09:24:173,813798,813789,9
2018:09:02:21:09:24:310,813815,813791,24
2018:09:02:21:09:24:421,813815,813791,24
2018:09:02:21:09:24:519,813815,813791,24
2018:09:02:21:09:24:712,813815,813791,24
2018:09:02:21:09:24:913,813813,813796,17
2018:09:02:21:09:25:019,813815,813796,19
2018:09:02:21:09:25:142,813815,813796,19
2018:09:02:21:09:25:272,813789,813769,20
2018:09:02:21:09:25:384,813789,813769,20
2018:09:02:21:09:25:483,813789,813769,20
2018:09:02:21:09:25:588,813898,813825,73
2018:09:02:21:09:25:697,813898,813825,73
2018:09:02:21:09:25:819,813898,813825,73
2018:09:02:21:09:25:932,813877,813832,45
2018:09:02:21:09:26:035,813877,813832,45
2018:09:02:21:09:26:143,813884,813877,7
2018:09:02:21:09:26:362,813884,813877,7
2018:09:02:21:09:26:468,813888,813887,1
2018:09:02:21:09:26:720,813893,813887,6
2018:09:02:21:09:26:890,813893,813887,6
2018:09:02:21:09:26:981,813900,813890,10
2018:09:02:21:09:27:080,813900,813890,10
2018:09:02:21:09:27:218,813900,813890,10
2018:09:02:21:09:27:385,813900,813877,23
2018:09:02:21:09:27:524,813889,813877,12
2018:09:02:21:09:28:333,813889,813877,12
2018:09:02:21:09:28:483,813916,813878,38
2018:09:02:21:09:28:612,813916,813877,39
2018:09:02:21:09:28:790,813881,813880,1
2018:09:02:21:09:28:897,813928,813880,48
2018:09:02:21:09:29:001,813928,813880,48
2018:09:02:21:09:29:134,813928,813880,48
2018:09:02:21:09:29:285,813928,813906,22
2018:09:02:21:09:29:427,813932,813916,16
2018:09:02:21:09:29:559,813931,813916,15
2018:09:02:21:09:29:774,813931,813916,15
2018:09:02:21:09:29:911,813931,813916,15
2018:09:02:21:09:30:082,813933,813916,17
2018:09:02:21:09:30:219,813933,813877,56
2018:09:02:21:09:30:482,813922,813920,2
2018:09:02:21:09:30:613,813922,813920,2
2018:09:02:21:09:30:887,813922,813920,2
2018:09:02:21:09:31:013,813933,813920,13
2018:09:02:21:09:31:157,813933,813920,13
2018:09:02:21:09:31:265,813933,813920,13
2018:09:02:21:09:31:429,813933,813920,13
2018:09:02:21:09:31:563,813933,813920,13
2018:09:02:21:09:31:661,813933,813923,10
2018:09:02:21:09:31:764,813933,813920,13
2018:09:02:21:09:31:928,813933,813920,13
2018:09:02:21:09:32:840,813933,813923,10
2018:09:02:21:09:33:010,813933,813926,7
2018:09:02:21:09:33:134,813933,813926,7
2018:09:02:21:09:33:260,813933,813926,7
2018:09:02:21:09:33:441,813925,813924,1
2018:09:02:21:09:33:582,813933,813929,4
2018:09:02:21:09:33:761,813933,813878,55
2018:09:02:21:09:33:909,813933,813878,55
2018:09:02:21:09:34:012,813930,813878,52
2018:09:02:21:09:35:012,813933,813877,56
2018:09:02:21:09:35:329,813926,813923,3
2018:09:02:21:09:35:551,813931,813924,7
2018:09:02:21:09:35:736,813933,813925,8
2018:09:02:21:09:36:225,813933,813925,8
2018:09:02:21:09:36:717,813932,813884,48
2018:09:02:21:09:36:839,813933,813903,30
2018:09:02:21:09:36:971,813927,813892,35
2018:09:02:21:09:37:101,813927,813892,35
2018:09:02:21:09:37:233,813930,813897,33
2018:09:02:21:09:37:372,813915,813902,13
2018:09:02:21:09:37:520,813930,813897,33
2018:09:02:21:09:37:626,813930,813897,33
2018:09:02:21:09:37:748,813915,813902,13
2018:09:02:21:09:37:890,813915,813902,13
2018:09:02:21:09:38:663,813915,813902,13
2018:09:02:21:09:38:811,813884,813878,6
2018:09:02:21:09:38:936,813884,813879,5
2018:09:02:21:09:39:168,813884,813879,5
2018:09:02:21:09:39:338,813884,813882,2
2018:09:02:21:09:39:447,813884,813882,2
2018:09:02:21:09:40:674,813884,813882,2
2018:09:02:21:09:41:135,813895,813853,42
2018:09:02:21:09:41:338,813856,813853,3
2018:09:02:21:09:41:472,813856,813837,19
2018:09:02:21:09:41:647,813910,813854,56
2018:09:02:21:09:42:464,813910,813880,30
2018:09:02:21:09:42:658,813932,813855,77
2018:09:02:21:09:43:184,813892,813881,11
2018:09:02:21:09:43:332,813800,813791,9
2018:09:02:21:09:44:258,813800,813791,9
2018:09:02:21:09:44:469,813794,813792,2
2018:09:02:21:09:44:627,813797,813794,3
2018:09:02:21:09:44:811,813774,813763,11
2018:09:02:21:09:44:995,813774,813738,36
2018:09:02:21:09:45:152,813800,813738,62
2018:09:02:21:09:45:308,813823,813795,28
2018:09:02:21:09:45:439,813823,813795,28
2018:09:02:21:09:46:275,813823,813700,123
2018:09:02:21:09:46:404,813816,813811,5
2018:09:02:21:09:46:538,813815,813811,4
2018:09:02:21:09:46:881,813815,813811,4
2018:09:02:21:09:47:014,813815,813811,4
2018:09:02:21:09:47:153,813790,813722,68
2018:09:02:21:09:47:348,813790,813722,68
2018:09:02:21:09:48:614,813775,813737,38
2018:09:02:21:09:49:228,813738,813729,9
2018:09:02:21:09:49:384,813738,813729,9
2018:09:02:21:09:49:503,813738,813729,9
2018:09:02:21:09:49:661,813738,813702,36
2018:09:02:21:09:49:783,813738,813711,27
2018:09:02:21:09:49:906,813737,813730,7
2018:09:02:21:09:50:014,813738,813731,7
2018:09:02:21:09:50:138,813737,813731,6
2018:09:02:21:09:50:259,813727,813702,25
2018:09:02:21:09:50:405,813734,813732,2
2018:09:02:21:09:50:675,813731,813706,25
2018:09:02:21:09:50:807,813731,813706,25
2018:09:02:21:09:50:904,813729,813701,28
2018:09:02:21:09:50:995,813721,813703,18
2018:09:02:21:09:51:104,813722,813703,19
2018:09:02:21:09:51:255,813721,813703,18
2018:09:02:21:09:51:363,813721,813703,18
2018:09:02:21:09:52:162,813716,813701,15
2018:09:02:21:09:52:288,813713,813702,11
2018:09:02:21:09:52:447,813713,813702,11
2018:09:02:21:09:52:595,813713,813702,11
2018:09:02:21:09:52:729,813721,813705,16
2018:09:02:21:09:52:836,813721,813705,16
2018:09:02:21:09:52:937,813700,813685,15
2018:09:02:21:09:54:570,813700,813685,15
2018:09:02:21:09:54:812,813990,813858,132
2018:09:02:21:09:54:951,813990,813858,132
2018:09:02:21:09:55:070,813737,813715,22
2018:09:02:21:09:55:198,813931,813874,57
2018:09:02:21:09:55:315,813931,813874,57
2018:09:02:21:09:55:451,813931,813874,57
2018:09:02:21:09:55:575,813948,813868,80
2018:09:02:21:09:55:935,813949,813868,81
2018:09:02:21:09:56:274,813895,813884,11
2018:09:02:21:09:56:399,813883,813875,8
2018:09:02:21:09:56:546,813879,813878,1
2018:09:02:21:09:56:669,813883,813875,8
2018:09:02:21:09:56:945,813883,813875,8
2018:09:02:21:09:57:069,813878,813800,78
2018:09:02:21:09:57:193,813878,813800,78
2018:09:02:21:09:57:311,813878,813800,78
2018:09:02:21:09:57:417,813878,813876,2
2018:09:02:21:09:57:550,813878,813876,2
2018:09:02:21:09:57:661,813878,813876,2
2018:09:02:21:09:57:880,813878,813876,2
2018:09:02:21:09:57:982,813923,813903,20
2018:09:02:21:09:58:133,813923,813887,36
2018:09:02:21:09:58:280,813923,813905,18
2018:09:02:21:09:58:421,813923,813905,18
2018:09:02:21:09:58:530,813913,813910,3
2018:09:02:21:09:58:628,813913,813905,8
2018:09:02:21:09:58:746,813913,813905,8
2018:09:02:21:09:58:866,813913,813905,8
2018:09:02:21:09:59:011,813913,813911,2
2018:09:02:21:09:59:246,813913,813911,2
2018:09:02:21:09:59:364,813997,813911,86
2018:09:02:21:09:59:505,813997,813911,86
2018:09:02:21:09:59:600,813912,813911,1
2018:09:02:21:09:59:715,813912,813911,1
2018:09:02:21:09:59:827,813912,813911,1
2018:09:02:21:09:59:990,813912,813911,1
2018:09:02:21:10:00:082,813911,813849,62
2018:09:02:21:10:00:200,813981,813918,63
2018:09:02:21:10:00:304,813909,813885,24
2018:09:02:21:10:00:406,813909,813885,24
2018:09:02:21:10:00:502,813909,813885,24
2018:09:02:21:10:00:723,813909,813866,43
2018:09:02:21:10:00:853,813909,813866,43
2018:09:02:21:10:00:976,813902,813866,36
2018:09:02:21:10:01:087,813902,813866,36
2018:09:02:21:10:01:221,813902,813869,33
2018:09:02:21:10:01:345,813902,813869,33
2018:09:02:21:10:01:471,813902,813869,33
2018:09:02:21:10:01:686,813896,813871,25
2018:09:02:21:10:01:831,813908,813871,37
2018:09:02:21:10:01:942,813908,813886,22
2018:09:02:21:10:02:116,813839,813833,6
2018:09:02:21:10:02:402,813839,813833,6
2018:09:02:21:10:02:574,813839,813833,6
2018:09:02:21:10:02:697,813839,813833,6
2018:09:02:21:10:02:821,813879,813800,79
2018:09:02:21:10:02:978,813879,813800,79
2018:09:02:21:10:03:084,813879,813835,44
2018:09:02:21:10:03:243,813879,813835,44
2018:09:02:21:10:03:356,813872,813835,37
2018:09:02:21:10:03:487,813872,813835,37
2018:09:02:21:10:03:605,813869,813816,53
2018:09:02:21:10:03:755,813869,813816,53
2018:09:02:21:10:03:857,813869,813816,53
2018:09:02:21:10:03:983,813839,813800,39
2018:09:02:21:10:04:090,813839,813800,39
2018:09:02:21:10:04:203,813839,813800,39
2018:09:02:21:10:04:966,813871,813800,71
2018:09:02:21:10:05:098,813836,813810,26
2018:09:02:21:10:05:249,813826,813807,19
2018:09:02:21:10:05:360,813826,813807,19
2018:09:02:21:10:05:476,813826,813823,3
2018:09:02:21:10:05:601,813823,813820,3
2018:09:02:21:10:05:763,813821,813820,1
2018:09:02:21:10:05:896,813823,813820,3
2018:09:02:21:10:06:075,813821,813820,1
2018:09:02:21:10:06:199,813821,813820,1
2018:09:02:21:10:06:350,813821,813820,1
2018:09:02:21:10:06:460,813821,813820,1
2018:09:02:21:10:06:628,813821,813820,1
2018:09:02:21:10:06:796,813810,813749,61
2018:09:02:21:10:07:132,813707,813701,6
2018:09:02:21:10:07:243,813707,813600,107
2018:09:02:21:10:07:343,813707,813600,107
2018:09:02:21:10:07:467,813707,813600,107
2018:09:02:21:10:07:716,813809,813572,237
2018:09:02:21:10:07:899,813809,813572,237
2018:09:02:21:10:08:017,813710,813689,21
2018:09:02:21:10:08:168,813710,813689,21
2018:09:02:21:10:08:291,813706,813511,195
2018:09:02:21:10:08:456,813706,813511,195
2018:09:02:21:10:08:581,813706,813511,195
2018:09:02:21:10:08:731,813700,813664,36
2018:09:02:21:10:08:907,813700,813664,36
2018:09:02:21:10:09:116,813730,813573,157
2018:09:02:21:10:09:217,813730,813573,157
2018:09:02:21:10:09:323,813552,813500,52
2018:09:02:21:10:09:486,813572,813562,10
2018:09:02:21:10:09:595,813552,813500,52
2018:09:02:21:10:09:767,813552,813500,52
2018:09:02:21:10:09:899,813572,813562,10
2018:09:02:21:10:10:200,813572,813562,10
2018:09:02:21:10:10:364,813551,813502,49
2018:09:02:21:10:10:469,813549,813496,53
2018:09:02:21:10:10:595,813549,813496,53
2018:09:02:21:10:10:712,813549,813496,53
2018:09:02:21:10:10:825,813549,813510,39
2018:09:02:21:10:10:945,813551,813510,41
2018:09:02:21:10:11:071,813551,813510,41
2018:09:02:21:10:11:216,813551,813510,41
2018:09:02:21:10:11:324,813551,813496,55
2018:09:02:21:10:11:444,813569,813564,5
2018:09:02:21:10:11:585,813551,813496,55
2018:09:02:21:10:11:794,813542,813503,39
2018:09:02:21:10:11:912,813542,813503,39
2018:09:02:21:10:12:042,813542,813503,39
2018:09:02:21:10:12:159,813546,813496,50
2018:09:02:21:10:12:309,813546,813496,50
2018:09:02:21:10:12:592,813541,813520,21
2018:09:02:21:10:13:078,813541,813486,55
2018:09:02:21:10:13:424,813552,813550,2
2018:09:02:21:10:13:559,813538,813517,21
2018:09:02:21:10:13:720,813538,813517,21
2018:09:02:21:10:13:816,813527,813517,10
2018:09:02:21:10:13:937,813527,813517,10
2018:09:02:21:10:14:055,813527,813513,14
2018:09:02:21:10:14:170,813530,813528,2
2018:09:02:21:10:14:290,813527,813486,41
2018:09:02:21:10:14:407,813530,813528,2
2018:09:02:21:10:14:563,813540,813482,58
2018:09:02:21:10:14:693,813540,813482,58
2018:09:02:21:10:14:848,813540,813443,97
2018:09:02:21:10:14:991,813485,813463,22
2018:09:02:21:10:15:143,813540,813443,97
2018:09:02:21:10:15:311,813485,813436,49
2018:09:02:21:10:15:421,813521,813436,85
2018:09:02:21:10:15:558,813521,813420,101
2018:09:02:21:10:15:669,813521,813420,101
2018:09:02:21:10:15:771,813519,813500,19
2018:09:02:21:10:15:899,813432,813403,29
2018:09:02:21:10:16:018,813432,813403,29
2018:09:02:21:10:16:134,813432,813431,1
2018:09:02:21:10:16:232,813432,813403,29
2018:09:02:21:10:16:356,813432,813431,1
2018:09:02:21:10:16:626,813431,813410,21
2018:09:02:21:10:16:776,813422,813413,9
2018:09:02:21:10:16:910,813422,813375,47
2018:09:02:21:10:17:034,813422,813400,22
2018:09:02:21:10:17:208,813422,813400,22
2018:09:02:21:10:17:305,813422,813400,22
2018:09:02:21:10:17:412,813422,813421,1
2018:09:02:21:10:17:528,813422,813421,1
2018:09:02:21:10:17:663,813421,813418,3
2018:09:02:21:10:17:788,813421,813418,3
2018:09:02:21:10:17:901,813421,813418,3
2018:09:02:21:10:18:003,813431,813380,51
2018:09:02:21:10:18:104,813419,813350,69
2018:09:02:21:10:18:207,813431,813380,51
2018:09:02:21:10:18:306,813424,813423,1
2018:09:02:21:10:18:606,813424,813423,1
2018:09:02:21:10:18:703,813414,813387,27
2018:09:02:21:10:18:805,813414,813387,27
2018:09:02:21:10:18:903,813414,813387,27
2018:09:02:21:10:19:019,813414,813382,32
2018:09:02:21:10:19:137,813414,813382,32
2018:09:02:21:10:19:250,813413,813392,21
2018:09:02:21:10:19:348,813404,813392,12
2018:09:02:21:10:19:469,813404,813392,12
2018:09:02:21:10:19:578,813424,813392,32
2018:09:02:21:10:19:743,813424,813392,32
2018:09:02:21:10:19:993,813424,813392,32
2018:09:02:21:10:20:095,813523,813511,12
2018:09:02:21:10:20:218,813523,813511,12
2018:09:02:21:10:20:384,813523,813245,278
2018:09:02:21:10:20:590,813523,813511,12
2018:09:02:21:10:20:742,813432,813402,30
2018:09:02:21:10:20:872,813419,813396,23
2018:09:02:21:10:20:972,813380,813295,85
2018:09:02:21:10:21:092,813380,813295,85
2018:09:02:21:10:21:193,813380,813295,85
2018:09:02:21:10:21:436,813380,813367,13
2018:09:02:21:10:21:676,813360,813334,26
2018:09:02:21:10:21:826,813369,813319,50
2018:09:02:21:10:21:943,813348,813323,25
2018:09:02:21:10:22:035,813348,813323,25
2018:09:02:21:10:22:154,813348,813323,25
2018:09:02:21:10:22:279,813341,813331,10
2018:09:02:21:10:22:511,813377,813331,46
2018:09:02:21:10:22:614,813345,813326,19
2018:09:02:21:10:22:732,813345,813326,19
2018:09:02:21:10:22:904,813338,813326,12
2018:09:02:21:10:23:011,813328,813325,3
2018:09:02:21:10:23:155,813337,813329,8
2018:09:02:21:10:23:270,813337,813329,8
2018:09:02:21:10:23:413,813380,813324,56
2018:09:02:21:10:23:527,813377,813336,41
